game_play_number,id,sequenceNumber,type.id,type.text,text,awayScore,homeScore,period.number,period.displayValue,clock.displayValue,scoringPlay,scoreValue,team.id,participants.0.athlete.id,participants.1.athlete.id,participants.2.athlete.id,wallclock,shootingPlay,coordinate.x,coordinate.y,game_id,season,seasonType,homeTeamId,homeTeamName,homeTeamMascot,homeTeamAbbrev,homeTeamNameAlt,awayTeamId,awayTeamName,awayTeamMascot,awayTeamAbbrev,awayTeamNameAlt,gameSpread,homeFavorite,gameSpreadAvailable,homeTeamSpread,qtr,time,clock.minutes,clock.seconds,homeTimeoutCalled,awayTimeoutCalled,half,game_half,lag_qtr,lead_qtr,lag_half,lead_half,start.quarter_seconds_remaining,start.half_seconds_remaining,start.game_seconds_remaining,end.quarter_seconds_remaining,end.half_seconds_remaining,end.game_seconds_remaining,period,team,home_color,away_color
389,401656363570,570,132,Step Back Jump Shot,Luka Doncic misses 25-foot step back jumpshot,78,98,4,4th Quarter,5:36,False,0,6.0,3945274.0,,,2024-06-18T02:42:14Z,True,27,25,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,5:36,5.0,36.0,False,False,2,2,4.0,4.0,2.0,2.0,336.0,336.0,336.0,333.0,333.0,333.0,4,away,0022B4,99bfe5
391,401656363572,572,110,Driving Layup Shot,Jayson Tatum makes driving layup,78,100,4,4th Quarter,5:10,True,2,2.0,4065648.0,,,2024-06-18T02:42:40Z,True,25,4,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,5:10,5.0,10.0,False,False,2,2,4.0,4.0,2.0,2.0,310.0,310.0,310.0,298.0,298.0,298.0,4,home,0022B4,99bfe5
393,401656363575,575,110,Driving Layup Shot,Jayson Tatum makes driving layup,78,102,4,4th Quarter,4:39,True,2,2.0,4065648.0,,,2024-06-18T02:43:11Z,True,28,2,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,4:39,4.0,39.0,False,False,2,2,4.0,4.0,2.0,2.0,279.0,279.0,279.0,279.0,279.0,279.0,4,home,0022B4,99bfe5
396,401656363579,579,109,Running Layup Shot,Jaylen Brown misses two point shot,78,102,4,4th Quarter,4:22,False,0,2.0,3917376.0,,,2024-06-18T02:47:16Z,True,25,3,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,4:22,4.0,22.0,False,False,2,2,4.0,4.0,2.0,2.0,262.0,262.0,262.0,261.0,261.0,261.0,4,home,0022B4,99bfe5
401,401656363585,585,110,Driving Layup Shot,Luka Doncic makes driving layup (Maxi Kleber assists),80,104,4,4th Quarter,4:02,True,2,6.0,3945274.0,2960236.0,,2024-06-18T02:48:28Z,True,27,2,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,4:02,4.0,2.0,False,False,2,2,4.0,4.0,2.0,2.0,242.0,242.0,242.0,220.0,220.0,220.0,4,away,0022B4,99bfe5
405,401656363591,591,132,Step Back Jump Shot,Kyrie Irving makes 26-foot step back jumpshot,83,106,4,4th Quarter,3:27,True,3,6.0,6442.0,,,2024-06-18T02:49:53Z,True,24,27,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,3:27,3.0,27.0,False,False,2,2,4.0,4.0,2.0,2.0,207.0,207.0,207.0,195.0,195.0,195.0,4,away,0022B4,99bfe5
407,401656363594,594,109,Running Layup Shot,P.J. Washington makes two point shot (Luka Doncic assists),85,106,4,4th Quarter,3:10,True,2,6.0,4278078.0,3945274.0,,2024-06-18T02:50:11Z,True,24,2,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,3:10,3.0,10.0,False,False,2,2,4.0,4.0,2.0,2.0,190.0,190.0,190.0,190.0,190.0,190.0,4,away,0022B4,99bfe5
409,401656363597,597,110,Driving Layup Shot,Jayson Tatum misses driving layup,85,106,4,4th Quarter,2:46,False,0,2.0,4065648.0,,,2024-06-18T02:52:18Z,True,28,3,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,2:46,2.0,46.0,False,False,2,2,4.0,4.0,2.0,2.0,166.0,166.0,166.0,165.0,165.0,165.0,4,home,0022B4,99bfe5
419,401656363613,613,110,Driving Layup Shot,Jaylen Brown misses driving layup,85,106,4,4th Quarter,2:25,False,0,2.0,3917376.0,,,2024-06-18T02:55:00Z,True,28,3,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,2:25,2.0,25.0,False,False,2,2,4.0,4.0,2.0,2.0,145.0,145.0,145.0,144.0,144.0,144.0,4,home,0022B4,99bfe5
421,401656363615,615,131,Pullup Jump Shot,Derrick White misses 27-foot three point pullup jump shot,85,106,4,4th Quarter,2:19,False,0,2.0,3078576.0,,,2024-06-18T02:55:06Z,True,10,23,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,2:19,2.0,19.0,False,False,2,2,4.0,4.0,2.0,2.0,139.0,139.0,139.0,138.0,138.0,138.0,4,home,0022B4,99bfe5
428,401656363625,625,132,Step Back Jump Shot,Jayson Tatum misses 26-foot step back jumpshot,86,106,4,4th Quarter,1:38,False,0,2.0,4065648.0,,,2024-06-18T02:56:47Z,True,20,26,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,1:38,1.0,38.0,False,False,2,2,4.0,4.0,2.0,2.0,98.0,98.0,98.0,95.0,95.0,95.0,4,home,0022B4,99bfe5
433,401656363632,632,132,Step Back Jump Shot,Jaden Hardy makes 18-foot step back jumpshot,88,106,4,4th Quarter,1:09,True,2,6.0,4868423.0,,,2024-06-18T02:57:53Z,True,13,14,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,1:09,1.0,9.0,False,False,2,2,4.0,4.0,2.0,2.0,69.0,69.0,69.0,48.09999847412109,48.09999847412109,48.09999847412109,4,away,0022B4,99bfe5
434,401656363633,633,131,Pullup Jump Shot,Derrick White misses 20-foot pullup jump shot,88,106,4,4th Quarter,0:48.1,False,0,2.0,3078576.0,,,2024-06-18T02:58:17Z,True,38,16,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,0:48.1,0.0,48.09999847412109,False,False,2,2,4.0,4.0,2.0,2.0,48.09999847412109,48.09999847412109,48.09999847412109,46.0,46.0,46.0,4,home,0022B4,99bfe5
439,401656363641,641,115,Driving Dunk Shot,Jaden Hardy misses driving dunk,88,106,4,4th Quarter,0:33.0,False,0,6.0,4868423.0,,,2024-06-18T02:59:05Z,True,25,2,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,0:33.0,0.0,33.0,False,False,2,2,4.0,4.0,2.0,2.0,33.0,33.0,33.0,32.099998474121094,32.099998474121094,32.099998474121094,4,away,0022B4,99bfe5
441,401656363643,643,92,Jump Shot,Sam Hauser misses 27-foot three point jumper,88,106,4,4th Quarter,0:22.1,False,0,2.0,4065804.0,,,2024-06-18T02:59:16Z,True,15,25,401656363,2024,3,2,Boston,Celtics,BOS,Boston,6,Dallas,Mavericks,DAL,Dallas,2.5,True,False,2.5,4,0:22.1,0.0,22.100000381469727,False,False,2,2,4.0,4.0,2.0,2.0,22.100000381469727,22.100000381469727,22.100000381469727,21.0,21.0,21.0,4,home,0022B4,99bfe5
